Aaa Author-abbrv;Title-abbrv;shortauthor;origtitle;shorthand;bibtexkey;author;maintitle;title;origlanguage;year;number;volume;translator;editor;entry;
Catull.;;Catullus;carmina;Catull.;Catull;;;Catullus. Tibullus. Pervigilium Veneris;latin;1913;6;;F. W. Cornish and J. P. Postgate and J. W. Mackail;;@Book{Catull,author ={}, title ={carmina}, publisher = HUP, location = {Cambridge, MA and London}, year = {1913}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {carmina}, origlanguage = {latin}, translator = {F. W. Cornish and J. P. Postgate and J. W. Mackail}, editor = {}, shorthand = {Catull.}, shortauthor = {Catullus}, keywords = {ancient}, options = {antik},};@Book{Catull,author ={},  origtitle = {carmina }, shorthand = {Catull.}, shortauthor = {Catullus}, keywords = {ancient}, options = {antik},}
Cels.;;Cornelius Celsus;De medicina;Cels.;Cels;Cornelius Celsus, Aulus;;;;;;;;;@Book{Cels,author ={Cornelius Celsus, Aulus}, title ={De medicina}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {De medicina}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cels.}, shortauthor = {Cornelius Celsus}, keywords = {ancient}, options = {antik},};@Book{Cels,author ={Cornelius Celsus, Aulus},  origtitle = {De medicina }, shorthand = {Cels.}, shortauthor = {Cornelius Celsus}, keywords = {ancient}, options = {antik},}
Cels.;artes;Celsus;;Cels. artes;Cels_artes;Cornelius Celsus, Aulus;;;;;;;;;@Book{Cels_artes,author ={Cornelius Celsus, Aulus}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cels. artes}, shortauthor = {Celsus}, keywords = {ancient}, options = {antik},};@Book{Cels_artes,author ={Cornelius Celsus, Aulus},  origtitle = { }, shorthand = {Cels. artes}, shortauthor = {Celsus}, keywords = {ancient}, options = {antik},}
Cels.;Dig.;Celsus;Digesta;Cels. Dig.;Cels_Dig;;;;;;;;;;@Book{Cels_Dig,author ={}, title ={Digesta}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Digesta}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cels. Dig.}, shortauthor = {Celsus}, keywords = {ancient}, options = {antik},};@Book{Cels_Dig,author ={},  origtitle = {Digesta }, shorthand = {Cels. Dig.}, shortauthor = {Celsus}, keywords = {ancient}, options = {antik},}
Cens.;;Censorinus;de die natali;Cens.;Cens;;;;;;;;;;@Book{Cens,author ={}, title ={de die natali}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de die natali}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cens.}, shortauthor = {Censorinus}, keywords = {ancient}, options = {antik},};@Book{Cens,author ={},  origtitle = {de die natali }, shorthand = {Cens.}, shortauthor = {Censorinus}, keywords = {ancient}, options = {antik},}
Cic.;ac. 1;Cicero;Academicorum posteriorum liber 1;Cic. ac. 1;Cic_ac_1;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ac_1,author ={Tullius Cicero, Marcus}, title ={Academicorum posteriorum liber 1}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Academicorum posteriorum liber 1}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ac. 1}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_ac_1,author ={Tullius Cicero, Marcus},  origtitle = {Academicorum posteriorum liber 1 }, shorthand = {Cic. ac. 1}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;ac. 2;Cicero;Lucullus sive Academicorum priorum liber 2;Cic. ac. 2;Cic_ac_2;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ac_2,author ={Tullius Cicero, Marcus}, title ={Lucullus sive Academicorum priorum liber 2}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Lucullus sive Academicorum priorum liber 2}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ac. 2}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_ac_2,author ={Tullius Cicero, Marcus},  origtitle = {Lucullus sive Academicorum priorum liber 2 }, shorthand = {Cic. ac. 2}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;ad. Brut.;Cicero;epistulae ad Brutum;Cic. ad. Brut.;Cic_ad_Brut;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ad_Brut,author ={Tullius Cicero, Marcus}, title ={epistulae ad Brutum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae ad Brutum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ad. Brut.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_ad_Brut,author ={Tullius Cicero, Marcus},  origtitle = {epistulae ad Brutum }, shorthand = {Cic. ad. Brut.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;ad Q. fr.;Cicero;ad Quintum fratrem;Cic. ad Q. fr.;Cic_ad_Q_fr;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ad_Q_fr,author ={Tullius Cicero, Marcus}, title ={ad Quintum fratrem}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {ad Quintum fratrem}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ad Q. fr.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_ad_Q_fr,author ={Tullius Cicero, Marcus},  origtitle = {ad Quintum fratrem }, shorthand = {Cic. ad Q. fr.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Arat.;Cicero;Aratea;Cic. Arat.;Cic_Arat;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Arat,author ={Tullius Cicero, Marcus}, title ={Aratea}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Aratea}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Arat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Arat,author ={Tullius Cicero, Marcus},  origtitle = {Aratea }, shorthand = {Cic. Arat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Arch.;Cicero;pro Archia poeta;Cic. Arch.;Cic_Arch;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Arch,author ={Tullius Cicero, Marcus}, title ={pro Archia poeta}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro Archia poeta}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Arch.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Arch,author ={Tullius Cicero, Marcus},  origtitle = {pro Archia poeta }, shorthand = {Cic. Arch.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Att.;Cicero;epistulae ad Atticum;Cic. Att.;Cic_Att;Tullius Cicero, Marcus;;;;1999;7—8;I—II;Shackleton Bailey ,David Ro.;Shackleton Bailey ,David Ro.;@Book{Cic_Att,author ={Tullius Cicero, Marcus}, title ={epistulae ad Atticum}, publisher = HUP, location = {Cambridge, MA and London}, year = {1999}, volume = {I—II}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae ad Atticum}, origlanguage = {}, translator = {Shackleton Bailey ,David Ro.}, editor = {Shackleton Bailey ,David Ro.}, shorthand = {Cic. Att.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Att,author ={Tullius Cicero, Marcus},  origtitle = {epistulae ad Atticum }, shorthand = {Cic. Att.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Balb.;Cicero;pro L. Balbo;Cic. Balb.;Cic_Balb;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Balb,author ={Tullius Cicero, Marcus}, title ={pro L. Balbo}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro L. Balbo}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Balb.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Balb,author ={Tullius Cicero, Marcus},  origtitle = {pro L. Balbo }, shorthand = {Cic. Balb.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Brut.;Cicero;Brutus;Cic. Brut.;Cic_Brut;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Brut,author ={Tullius Cicero, Marcus}, title ={Brutus}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Brutus}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Brut.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Brut,author ={Tullius Cicero, Marcus},  origtitle = {Brutus }, shorthand = {Cic. Brut.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Caecin.;Cicero;pro A. Caecina;Cic. Caecin.;Cic_Caecin;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Caecin,author ={Tullius Cicero, Marcus}, title ={pro A. Caecina}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro A. Caecina}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Caecin.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Caecin,author ={Tullius Cicero, Marcus},  origtitle = {pro A. Caecina }, shorthand = {Cic. Caecin.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Cael.;Cicero;pro M. Caelio;Cic. Cael.;Cic_Cael;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Cael,author ={Tullius Cicero, Marcus}, title ={pro M. Caelio}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro M. Caelio}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Cael.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Cael,author ={Tullius Cicero, Marcus},  origtitle = {pro M. Caelio }, shorthand = {Cic. Cael.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Catil.;Cicero;in Catilinam;Cic. Catil.;Cic_Catil;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Catil,author ={Tullius Cicero, Marcus}, title ={in Catilinam}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {in Catilinam}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Catil.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Catil,author ={Tullius Cicero, Marcus},  origtitle = {in Catilinam }, shorthand = {Cic. Catil.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Cato;Cicero;Cato maior de senectute;Cic. Cato;Cic_Cato;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Cato,author ={Tullius Cicero, Marcus}, title ={Cato maior de senectute}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Cato maior de senectute}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Cato}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Cato,author ={Tullius Cicero, Marcus},  origtitle = {Cato maior de senectute }, shorthand = {Cic. Cato}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Cluent.;Cicero;pro A. Cluentio;Cic. Cluent.;Cic_Cluent;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Cluent,author ={Tullius Cicero, Marcus}, title ={pro A. Cluentio}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro A. Cluentio}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Cluent.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Cluent,author ={Tullius Cicero, Marcus},  origtitle = {pro A. Cluentio }, shorthand = {Cic. Cluent.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;de orat.;Cicero;de oratore;Cic. de orat.;Cic_de_orat;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_de_orat,author ={Tullius Cicero, Marcus}, title ={de oratore}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de oratore}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. de orat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_de_orat,author ={Tullius Cicero, Marcus},  origtitle = {de oratore }, shorthand = {Cic. de orat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Deiot.;Cicero;pro rege Deiotaro;Cic. Deiot.;Cic_Deiot;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Deiot,author ={Tullius Cicero, Marcus}, title ={pro rege Deiotaro}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro rege Deiotaro}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Deiot.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Deiot,author ={Tullius Cicero, Marcus},  origtitle = {pro rege Deiotaro }, shorthand = {Cic. Deiot.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;div.;Cicero;de divinatione;Cic. div.;Cic_div;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_div,author ={Tullius Cicero, Marcus}, title ={de divinatione}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de divinatione}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. div.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_div,author ={Tullius Cicero, Marcus},  origtitle = {de divinatione }, shorthand = {Cic. div.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;div.in Caec.;Cicero;divinatio in Q. Caecilium;Cic. div.in Caec.;Cic_divin_Caec;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_divin_Caec,author ={Tullius Cicero, Marcus}, title ={divinatio in Q. Caecilium}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {divinatio in Q. Caecilium}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. div.in Caec.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_divin_Caec,author ={Tullius Cicero, Marcus},  origtitle = {divinatio in Q. Caecilium }, shorthand = {Cic. div.in Caec.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;fam.;Cicero;epistulae ad familiares;Cic. fam.;Cic_fam;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_fam,author ={Tullius Cicero, Marcus}, title ={epistulae ad familiares}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae ad familiares}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. fam.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_fam,author ={Tullius Cicero, Marcus},  origtitle = {epistulae ad familiares }, shorthand = {Cic. fam.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;fat.;Cicero;de fato;Cic. fat.;Cic_fat;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_fat,author ={Tullius Cicero, Marcus}, title ={de fato}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de fato}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. fat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_fat,author ={Tullius Cicero, Marcus},  origtitle = {de fato }, shorthand = {Cic. fat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;fin.;Cicero;de finibus bonorum et malorum;Cic. fin.;Cic_fin;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_fin,author ={Tullius Cicero, Marcus}, title ={de finibus bonorum et malorum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de finibus bonorum et malorum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. fin.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_fin,author ={Tullius Cicero, Marcus},  origtitle = {de finibus bonorum et malorum }, shorthand = {Cic. fin.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Flacc.;Cicero;pro L. Valerio Flacco;Cic. Flacc.;Cic_Flacc;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Flacc,author ={Tullius Cicero, Marcus}, title ={pro L. Valerio Flacco}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro L. Valerio Flacco}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Flacc.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Flacc,author ={Tullius Cicero, Marcus},  origtitle = {pro L. Valerio Flacco }, shorthand = {Cic. Flacc.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Font.;Cicero;pro M. Fonteio;Cic. Font.;Cic_Font;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Font,author ={Tullius Cicero, Marcus}, title ={pro M. Fonteio}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro M. Fonteio}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Font.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_Font,author ={Tullius Cicero, Marcus},  origtitle = {pro M. Fonteio }, shorthand = {Cic. Font.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;har. resp.;Cicero;de haruspicum responso;Cic. har. resp.;Cic_har_resp;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_har_resp,author ={Tullius Cicero, Marcus}, title ={de haruspicum responso}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de haruspicum responso}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. har. resp.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},};@Book{Cic_har_resp,author ={Tullius Cicero, Marcus},  origtitle = {de haruspicum responso }, shorthand = {Cic. har. resp.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
